uid,Age,Gender,Preferred Positions,Nationality,LivingIn,Experience,Languages Known,Skills,Created date,Last access
234252,34,Male,Restaurant Manager,Greece,Lebanon,10+ years,"Arabic, English, French",,05/19/2020,06/18/2020
246017,29,Female,"Personal Assistant, Receptionist, Administrations, Customer Service, Guest Relations Agent, Real Estate Agent",United Kingdom,United Kingdom,3 years,English,,06/18/2020,06/18/2020
77803,28,Male,"Cabin Crew, Cocktail Waiter/Waitress, Customer Service, Runner / Commis, Sales, Waiter /Waitress",Philippines,United Arab Emirates,5+ years,"Chinese, Simplified, English, Tagalog","Adaptability, Communication Skills, Computing Skills, Confidence, Decision Making, Flexibility, Interpersonal Skills, Organisation Skills, Perseverance, Proactive, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",10/05/2017,06/18/2020
246040,24,Female,"Personal Assistant, Receptionist, Office Manager",United Kingdom,United Arab Emirates,5+ years,English,,06/18/2020,06/18/2020
131238,30,Male,Cashier,United Arab Emirates,United Arab Emirates,5+ years,English,"Decision Making, Management Skills, Team Work Skills, Time Management",12/22/2018,06/18/2020
75910,28,Male,"Waiter /Waitress, Sales, Cabin Crew, Cocktail Waiter/Waitress, Customer Service, VIP Waiter/Waitress",Kenya,Kenya,5+ years,English,"Adaptability, Commercial Awareness, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, IT Skills, Language Skills, Leadership  Skills, Negotiation Skills, Organisation Skills, Perseverance, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",09/12/2017,06/18/2020
150964,40,Male,"Assistant General Manager, Brand ambassador, General Manager, Operations Manager, Restaurant Manager",Serbia,United Arab Emirates,20+ years,"Bulgarian, English, Macedonian, Russian, Serbo-Croatian","Communication Skills, Confidence, Decision Making, Flexibility, Interpersonal Skills, Leadership  Skills, Management Skills, Organisation Skills, Persuading, Proactive, Problem Solving, Team Work Skills, Time Management",05/08/2019,06/18/2020
152435,26,Female,"Customer Service, Guest Relations Manager, Head Host/Hostess, Reservations Manager, Retail Sales Manager, Sales Manager",Russia,United Arab Emirates,5+ years,"English, Russian","Communication Skills, Creativity, Leadership  Skills, Management Skills, Team Work Skills",05/21/2019,06/18/2020
246030,33,Female,"Waiter /Waitress, Sales, Promoter, Retail Sales Executive",Philippines,United Arab Emirates,10+ years,"English, Filipino",,06/18/2020,06/18/2020
91067,27,Male,Waiter /Waitress,Uzbekistan,United Arab Emirates,5+ years,"English, Russian, Uzbek","Communication Skills, Leadership  Skills, Self Motivated, Team Work Skills, Technical Skills, Time Management",01/29/2018,06/18/2020
183540,24,Female,"Marketing Coordinator, Marketing Executive",Ireland,United Arab Emirates,5+ years,English,"Communication Skills, Confidence, Creativity, Decision Making, Interpersonal Skills, Marketing Skills, Persuading, Problem Solving, Self Motivated",10/15/2019,06/18/2020
246023,24,Female,Customer Service,Lebanon,Lebanon,5+ years,"Arabic, English, French",,06/18/2020,06/18/2020
245987,31,Female,"Personal Assistant, Receptionist, Assistant Reservation Manager, Customer Service, Floor Supervisor, Reservations Manager",Philippines,United Arab Emirates,10+ years,"English, Filipino","Adaptability, Communication Skills, Computing Skills, Confidence, Decision Making, Flexibility, Interpersonal Skills, Leadership  Skills, Management Skills, Organisation Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",06/18/2020,06/18/2020
137070,24,Female,"Customer Service, Host/Hostess, Model, Receptionist, VIP Waiter/Waitress, Waiter /Waitress",Zimbabwe,United Arab Emirates, 4 years,"English, Shona","Adaptability, Commercial Awareness, Communication Skills, Confidence, Creativity, Decision Making, Flexibility, Leadership  Skills, Negotiation Skills, Organisation Skills, Persuading, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",01/30/2019,06/18/2020
179039,51,Female,"Customer Service, Spa Manager",United Kingdom,United Arab Emirates,10+ years,"English, Gujarati, Hindi",,09/28/2019,06/18/2020
114800,25,Female,"Receptionist, Sales, Administrations, Guest Relations Agent, Promoter, Real Estate Agent",Russia,United Arab Emirates, 4 years,"Chinese, Traditional, English, Russian, Spanish","Communication Skills, Confidence, Creativity, Flexibility, Proactive, Problem Solving, Self Motivated",09/10/2018,06/18/2020
181256,20,Female,"Bartender / Barmaid, Brand ambassador, Cabin Crew, Cocktail Waiter/Waitress",United Kingdom,United Kingdom,2 years,English,,10/06/2019,06/18/2020
160549,31,Female,"Guest Relations Manager, Head Host/Hostess, Office Manager, Personal Assistant, Retail Store Manager, Sales Manager",Russia,United Arab Emirates,5+ years,"English, Russian","Adaptability, Communication Skills, Computing Skills, Creativity, Decision Making, Flexibility, Interpersonal Skills, Language Skills, Management Skills, Organisation Skills, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",07/11/2019,06/18/2020
245393,30,Male,"Receptionist, Assistant Club Manager, Assistant General Manager, Assistant Reservation Manager, Assistant Restaurant Manager, Concierge",Egypt,United Arab Emirates,5+ years,"Arabic, English, Spanish","Communication Skills, Computing Skills, Interpersonal Skills, Language Skills, Leadership  Skills, Management Skills, Self Motivated, Team Work Skills, Technical Skills",06/16/2020,06/18/2020
135501,24,Female,"Assistant Reservation Manager, Assistant Restaurant Manager, Guest Relations Manager",Peru,Peru,5+ years,"English, Portuguese, Brazil, Spanish",,01/20/2019,06/18/2020
205337,30,Male,,Albania,Turkey,,,,02/10/2020,06/18/2020
204434,23,Female,"Host/Hostess, Personal Assistant, Receptionist, Sales, Administrations, Head Host/Hostess",United Kingdom,United Kingdom,5+ years,English,"Adaptability, Commercial Awareness, Communication Skills, Computing Skills, Confidence, Decision Making, Flexibility, Self Motivated, Team Work Skills, Work Under  Pressure",02/03/2020,06/18/2020
245110,23,Female,"Personal Assistant, Receptionist, Sales, Customer Service, Dancer, Real Estate Agent",Australia,United Arab Emirates,5+ years,English,,06/16/2020,06/18/2020
199100,37,Male,Restaurant Manager,South Africa,United Arab Emirates,10+ years,"Afrikaans, English","Adaptability, Computing Skills, Confidence, Decision Making, Leadership  Skills, Management Skills, Organisation Skills, Problem Solving, Work Under  Pressure",12/30/2019,06/18/2020
131290,36,Male,"Events Manager, General Manager, Marketing Manager, Sales Manager, Social Media Expert",Lebanon,United Arab Emirates,10+ years,"Arabic, English, French",,12/23/2018,06/18/2020
174292,26,Female,"Host/Hostess, Receptionist, Sales, Assistant Club Manager, Cabin Crew, Head Host/Hostess",Kazakhstan,United Arab Emirates,2 years,"English, Kazakh, Russian","Communication Skills, Confidence, Flexibility, Leadership  Skills, Organisation Skills, Problem Solving, Work Under  Pressure",09/07/2019,06/18/2020
194287,28,Male,"Waiter /Waitress, Sales, Customer Service",Egypt,United Arab Emirates,5+ years,"Arabic, English",,11/27/2019,06/18/2020
113108,30,Female,"Door Manager, Marketing Manager",United Kingdom,United Arab Emirates,5+ years,"Arabic, English","Communication Skills, Creativity, Flexibility, Leadership  Skills, Marketing Skills, Persuading, Team Work Skills",09/05/2018,06/18/2020
231919,65,Female,Customer Service,Cameroon,United Arab Emirates,5+ years,"English, French",,05/12/2020,06/18/2020
242715,34,Male,Floor Manager,Lebanon,United Arab Emirates,10+ years,"Arabic, English, French",,06/10/2020,06/18/2020
118998,32,Female,"Assistant Reservation Manager, Cabin Crew, Guest Relations Manager, Personal Assistant, Real Estate Sales Executive, Reservations Manager",Egypt,United Arab Emirates,5+ years,"Arabic, English","Communication Skills, Confidence, Creativity, Flexibility, Negotiation Skills, Organisation Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",09/30/2018,06/18/2020
185289,28,Male,"Bar Manager, Bar Supervisor, Bartender / Barmaid",Moldova,United Arab Emirates,5+ years,"English, German, Romanian, Russian",,10/20/2019,06/18/2020
177822,39,Male,Customer Service,United Arab Emirates,United Arab Emirates,2 years,English,,09/23/2019,06/18/2020
186321,34,Male,"Assistant Restaurant Manager, Floor Manager, Restaurant Manager",Egypt,United Arab Emirates,10+ years,"Arabic, English","Communication Skills, Decision Making, Flexibility, Leadership  Skills, Management Skills, Problem Solving, Time Management, Work Under  Pressure",10/22/2019,06/18/2020
245981,24,Female,"Personal Assistant, Administrations, HR Officer",United Kingdom,United Arab Emirates,3 years,English,"Adaptability, Communication Skills, Computing Skills, Decision Making, IT Skills, Self Motivated, Team Work Skills, Work Under  Pressure, Written Communication",06/18/2020,06/18/2020
151219,32,Female,"Bartender / Barmaid, DJ, Events Coordinator",Russia,United Arab Emirates,10+ years,"English, Russian","Communication Skills, Computing Skills, Creativity, Flexibility, Management Skills, Proactive, Team Work Skills",05/11/2019,06/18/2020
229650,22,Male,"Bartender / Barmaid, Bar Manager, Bar Supervisor, Brand ambassador",Portugal,United Arab Emirates,5+ years,"English, Portuguese, Brazil, Portuguese, International, Portuguese, Portugal, Spanish",,05/05/2020,06/18/2020
82074,33,Female,"Assistant General Manager, Assistant Restaurant Manager, General Manager",Estonia,United Arab Emirates,10+ years,"English, Estonian, Finnish, Greek, Russian","Commercial Awareness, Communication Skills, Computing Skills, Creativity, Leadership  Skills, Management Skills, Organisation Skills, Team Work Skills, Time Management, Work Under  Pressure",11/11/2017,06/18/2020
64177,40,Female,Host/Hostess,Morocco,United Arab Emirates,10+ years,"Arabic, English, French","Adaptability, Communication Skills, Flexibility",02/24/2017,06/18/2020
194362,33,Female,"Personal Assistant, Receptionist, Administrations, Customer Service, Head Host/Hostess, Reservations",Russia,United Arab Emirates,5+ years,"English, Russian",,11/27/2019,06/18/2020
171346,32,Male,"Cabin Crew, Cashier, Floor Supervisor, VIP Waiter/Waitress",Pakistan,United Arab Emirates,10+ years,English,Leadership  Skills,08/26/2019,06/18/2020
188377,27,Female,"Sales, Cabin Crew, Guest Relations Agent, Head Host/Hostess, Real Estate Agent",Kyrgyzstan,United Arab Emirates,3 years,"English, Kyrgyz, Russian, Turkish",,10/30/2019,06/18/2020
137714,27,Male,"Cabin Crew, Concierge, Customer Service, Guest Relations Agent, Personal Assistant, Sales",Uganda,Qatar,10+ years,"Arabic, English, Luganda, Swahili","Adaptability, Commercial Awareness, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, IT Skills, Language Skills, Leadership  Skills, Management Skills, Marketing Skills, Negotiation Skills, Numeracy Skills, Organisation Skills, Perseverance, Persuading, Proactive, Problem Solving, Self Motivated, Team Work Skills, Technical Skills, Time Management, Work Under  Pressure, Written Communication",02/04/2019,06/18/2020
121209,28,Female,"Assistant Club Manager, Assistant General Manager, Assistant Reservation Manager, Floor Manager, Head Host/Hostess",Ukraine,United Arab Emirates,3 years,"English, Polish, Russian, Ukrainian","Adaptability, Communication Skills, Confidence, Creativity, Flexibility, Interpersonal Skills, Leadership  Skills, Management Skills, Problem Solving, Work Under  Pressure",10/15/2018,06/18/2020
243580,21,Female,"Host/Hostess, Bartender / Barmaid, Waiter /Waitress",Nepal,United Arab Emirates,2 years,"English, German, Hindi, Japanese, Nepali",,06/12/2020,06/18/2020
118218,26,Female,"Host/Hostess, Waiter /Waitress, Receptionist, Cabin Crew, VIP Waiter/Waitress",United Kingdom,United Kingdom,10+ years,English,"Adaptability, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, IT Skills, Leadership  Skills, Management Skills, Organisation Skills, Persuading, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",09/25/2018,06/18/2020
114874,33,Male,"Cabin Crew, Customer Service, Floor Supervisor, Sales, VIP Waiter/Waitress, Waiter /Waitress",Zimbabwe,United Arab Emirates,3 years,"English, Shona","Adaptability, Communication Skills, Computing Skills, Flexibility, Interpersonal Skills, Language Skills, Leadership  Skills, Management Skills, Negotiation Skills, Persuading, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",09/10/2018,06/18/2020
245924,33,Male,"Personal Assistant, Administrations, Assistant General Manager, Cabin Crew, Customer Service, Marketing Executive",Egypt,United Arab Emirates,5+ years,"Arabic, English",,06/18/2020,06/18/2020
95012,35,Female,"Administrations, Customer Service, Host/Hostess, Waiter /Waitress",Philippines,United Arab Emirates,5+ years,"English, Filipino","Adaptability, Commercial Awareness, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Perseverance, Persuading, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",03/05/2018,06/18/2020
165682,23,Female,Head Host/Hostess,Poland,Poland, 4 years,"English, Polish",,08/02/2019,06/18/2020
55905,33,Female,"Personal Assistant, Marketing Manager, Real Estate Sales Executive, Real Estate Sales Manager, Social Media Expert",Venezuela,Venezuela,10+ years,"English, Spanish","Adaptability, Commercial Awareness, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Language Skills, Leadership  Skills, Management Skills, Marketing Skills, Negotiation Skills, Organisation Skills, Perseverance, Persuading, Proactive, Problem Solving, Self Motivated, Team Work Skills",11/14/2016,06/18/2020
137827,24,Female,"Assistant Restaurant Manager, HR Officer, Marketing Coordinator, Marketing Executive, Marketing Manager, Receptionist",Italy,United Arab Emirates,5+ years,"English, English, French, Italian, Romanian, Spanish","Computing Skills, Management Skills, Marketing Skills, Self Motivated, Time Management",02/04/2019,06/18/2020
232817,27,Male,"Bartender / Barmaid, Waiter /Waitress, Bar Supervisor, Cabin Crew, Customer Service, VIP Waiter/Waitress",Uzbekistan,United Arab Emirates,5+ years,"English, Russian, Uzbek","Adaptability, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, IT Skills, Language Skills, Leadership  Skills, Negotiation Skills, Organisation Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",05/15/2020,06/18/2020
194753,29,Male,"Floor Supervisor, Sommelier",Kenya,United Arab Emirates,5+ years,English,"Communication Skills, Decision Making, Flexibility, IT Skills, Leadership  Skills, Organisation Skills, Persuading, Problem Solving, Work Under  Pressure",11/29/2019,06/18/2020
59845,24,Male,"Administrations, Assistant Reservation Manager",Nigeria,Nigeria, 4 years,English,"Adaptability, Communication Skills, Confidence, Flexibility, Interpersonal Skills, Language Skills, Leadership  Skills, Management Skills, Negotiation Skills, Numeracy Skills, Persuading, Problem Solving, Team Work Skills, Written Communication",01/15/2017,06/18/2020
105470,30,Female,"Administrations, Brand ambassador, HR coordinator, Office Manager",Lebanon,United Arab Emirates,5+ years,"Arabic, Armenian, English, French",,07/17/2018,06/18/2020
213963,28,Female,"Waiter /Waitress, Receptionist, Sales, Floor Supervisor, Head Host/Hostess, Sales Coordinator",Albania,Italy,5+ years,"Albanian, English, Italian","Communication Skills, Confidence, Flexibility, Language Skills, Leadership  Skills, Team Work Skills, Work Under  Pressure",03/25/2020,06/18/2020
243357,19,Male,Chef,Palestinian Territory,Palestinian Territory, 4 years,Arabic,"Confidence, Creativity, Flexibility, Management Skills, Organisation Skills, Perseverance, Problem Solving, Team Work Skills, Time Management, Work Under  Pressure",06/12/2020,06/18/2020
196305,34,Female,"Host/Hostess, Waiter /Waitress, Receptionist, Sales, Assistant Club Manager, Model",Romania,United Arab Emirates,5+ years,"English, Italian, Romanian",,12/08/2019,06/18/2020
135140,27,Male,"Cocktail Waiter/Waitress, Floor Supervisor, Host/Hostess, Personal Assistant, Reservations, Waiter /Waitress",Kenya,United Arab Emirates,5+ years,"English, Swahili","Adaptability, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Leadership  Skills, Negotiation Skills, Organisation Skills, Perseverance, Problem Solving, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",01/17/2019,06/18/2020
145343,25,Female,Assistant Restaurant Manager,Italy,United Arab Emirates,5+ years,"English, French, Italian, Spanish","Adaptability, Communication Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, IT Skills, Language Skills, Leadership  Skills, Management Skills, Marketing Skills, Negotiation Skills, Organisation Skills, Perseverance, Persuading, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",03/27/2019,06/18/2020
198516,22,Female,"Host/Hostess, Personal Assistant, Receptionist, Head Host/Hostess, Model",Hungary,United Arab Emirates, 4 years,"English, Hungarian","Flexibility, Time Management, Work Under  Pressure",12/25/2019,06/17/2020
194824,26,Female,"Personal Assistant, Receptionist, Administrations, Assistant General Manager, Cabin Crew, Head Host/Hostess",Morocco,United Arab Emirates,3 years,"Arabic, English, French","Adaptability, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Team Work Skills, Time Management, Work Under  Pressure",11/29/2019,06/17/2020
89372,24,Male,"Waiter /Waitress, Cabin Crew, VIP Waiter/Waitress",Nepal,United Arab Emirates,5+ years,"English, Nepali","Commercial Awareness, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",01/16/2018,06/17/2020
57384,28,Male,"Bar Manager, Bar Supervisor, Bartender / Barmaid, Brand ambassador",South Africa,United Arab Emirates,5+ years,"Afrikaans, English","Adaptability, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Perseverance, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",12/11/2016,06/17/2020
245440,28,Female,"Personal Assistant, Receptionist, Sales, Customer Service, Guest Relations Agent, Head Host/Hostess",Ukraine,United Arab Emirates,5+ years,"English, German, Russian, Ukrainian","Communication Skills, Creativity, Decision Making, Flexibility, Interpersonal Skills, Language Skills, Leadership  Skills, Management Skills, Organisation Skills, Problem Solving, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",06/17/2020,06/17/2020
188734,28,Female,"Host/Hostess, Waiter /Waitress",United Arab Emirates,United Arab Emirates,1 year,"English, Hindi, Nepali","Adaptability, Commercial Awareness, Communication Skills, Computing Skills, Confidence, Creativity, Flexibility, Interpersonal Skills, Leadership  Skills, Marketing Skills, Organisation Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",11/01/2019,06/17/2020
77690,25,Male,"Bartender / Barmaid, Cabin Crew, Floor Supervisor, Model, VIP Waiter/Waitress, Waiter /Waitress",Turkey,United Arab Emirates,5+ years,"Azerbaijani, Dutch, English, Turkish","Adaptability, Communication Skills, Creativity, Flexibility, Leadership  Skills, Organisation Skills, Problem Solving, Self Motivated, Team Work Skills, Technical Skills",10/04/2017,06/17/2020
175109,27,Female,"Administrations, Events Coordinator, Events Manager, Head Host/Hostess, Personal Assistant",Russia,United Arab Emirates,3 years,"English, Russian","Adaptability, Communication Skills, Confidence, Decision Making, Language Skills, Organisation Skills, Problem Solving, Self Motivated, Team Work Skills",09/10/2019,06/17/2020
245795,36,Male,Restaurant Manager,Lebanon,Lebanon,10+ years,English,,06/17/2020,06/17/2020
243677,20,Female,"Host/Hostess, Waiter /Waitress, Sales, Retail Sales Executive",South Africa,South Africa,3 years,"Afrikaans, Dutch, English","Communication Skills, Computing Skills, Flexibility, Interpersonal Skills, IT Skills, Marketing Skills, Numeracy Skills, Perseverance, Persuading, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",06/12/2020,06/17/2020
152358,28,Male,"Floor Supervisor, VIP Waiter/Waitress, Waiter /Waitress",Tunisia,Qatar,10+ years,"Arabic, English, French","Adaptability, Communication Skills, Confidence, Flexibility, Problem Solving, Team Work Skills, Work Under  Pressure",05/21/2019,06/17/2020
225217,30,Female,"Host/Hostess, Waiter /Waitress, Receptionist, Administrations",Kenya,United Arab Emirates, 4 years,English,"Adaptability, Communication Skills, Computing Skills, Confidence, Creativity, Flexibility, Leadership  Skills, Problem Solving, Team Work Skills, Written Communication",04/23/2020,06/17/2020
171676,24,Female,"Customer Service, Guest Relations Manager, Real Estate Sales Executive, Sales, Sales Coordinator",Ukraine,United Arab Emirates,3 years,"English, French, Polish, Russian, Spanish, Ukrainian",,08/27/2019,06/17/2020
223689,41,Male,"Assistant General Manager, Operations Manager",South Africa,United Arab Emirates,10+ years,"Afrikaans, English",,04/22/2020,06/17/2020
245630,19,Male,"Bartender / Barmaid, Waiter /Waitress, Sales, Customer Service, Door Manager, Driver",Kenya,United Arab Emirates,1 year,English,,06/17/2020,06/17/2020
164417,28,Female,"Guest Relations Agent, Host/Hostess",Ghana,Ghana,5+ years,English,"Adaptability, Communication Skills, Confidence, Decision Making, Flexibility, Interpersonal Skills, Leadership  Skills, Perseverance, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",07/27/2019,06/17/2020
241713,31,Female,"Assistant General Manager, Club Manager, Events Manager, General Manager, Operations Manager, Restaurant Manager",Portugal,United Arab Emirates,10+ years,"English, Italian, Portuguese, Portugal, Spanish","Adaptability, Communication Skills, Confidence, Decision Making, Interpersonal Skills, Language Skills, Leadership  Skills, Management Skills, Marketing Skills, Organisation Skills, Proactive, Problem Solving, Team Work Skills, Time Management, Work Under  Pressure",06/08/2020,06/17/2020
153414,28,Male,"Bartender / Barmaid, Barista, DJ",Russia,United Arab Emirates,5+ years,"English, Russian","Communication Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Leadership  Skills, Marketing Skills, Time Management, Work Under  Pressure",05/29/2019,06/17/2020
201415,32,Female,"Host/Hostess, Waiter /Waitress",Ukraine,United Arab Emirates,5+ years,"English, Russian, Ukrainian","Communication Skills, Confidence, Decision Making, Flexibility, Organisation Skills, Problem Solving, Team Work Skills, Work Under  Pressure, Written Communication",01/14/2020,06/17/2020
244700,28,Female,"Host/Hostess, Personal Assistant, Administrations, Cabin Crew, Events Coordinator, Events Manager",United Kingdom,United Arab Emirates,10+ years,"English, Persian","Flexibility, Interpersonal Skills, Management Skills, Time Management, Work Under  Pressure",06/15/2020,06/17/2020
183751,32,Female,"Customer Service, Floor Supervisor, Head Host/Hostess, Model, Restaurant Manager, Sales",Egypt,United Arab Emirates,10+ years,"Arabic, English, Spanish","Communication Skills, Computing Skills, Confidence, Flexibility, Leadership  Skills, Management Skills, Organisation Skills, Problem Solving, Team Work Skills, Time Management",10/16/2019,06/17/2020
245754,27,Male,"Host/Hostess, Receptionist, Sales",Syria,United Arab Emirates,2 years,"Arabic, English",,06/17/2020,06/17/2020
199524,25,Male,"Bartender / Barmaid, Bar Back, Barista",Philippines,United Arab Emirates, 4 years,"English, Filipino",,01/03/2020,06/17/2020
131136,27,Female,,Ukraine,United Arab Emirates,2 years,English,Adaptability,12/21/2018,06/17/2020
81025,30,Male,"Waiter /Waitress, Cocktail Waiter/Waitress",Ukraine,United Arab Emirates,5+ years,"English, Russian, Spanish, Ukrainian","Adaptability, Communication Skills, Flexibility, Organisation Skills, Team Work Skills, Work Under  Pressure",11/03/2017,06/17/2020
158314,24,Female,"Barista, Bartender / Barmaid, Cabin Crew, Host/Hostess",Belarus,United Arab Emirates, 4 years,"Belarusian, English, Russian",,07/01/2019,06/17/2020
245743,34,Male,Sous Chef,Philippines,United Arab Emirates,5+ years,English,,06/17/2020,06/17/2020
79758,33,Male,"Bar Back, Bartender / Barmaid, Cocktail Waiter/Waitress, Housekeeping, Runner / Commis, Waiter /Waitress",Serbia,Serbia, 4 years,"English, German, Hungarian","Communication Skills, Flexibility, Problem Solving, Self Motivated, Team Work Skills",10/23/2017,06/17/2020
109389,35,Female,Waiter /Waitress,Philippines,United Arab Emirates,5+ years,English,"Confidence, Creativity, Flexibility, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",08/18/2018,06/17/2020
217963,25,Male,Waiter /Waitress,Morocco,United Arab Emirates,5+ years,"Arabic, English, French",,04/07/2020,06/17/2020
142140,29,Female,"Host/Hostess, Assistant Club Manager, Brand ambassador, Head Host/Hostess, Model, Promoter",Croatia,United Arab Emirates, 4 years,"Croatian, English, Macedonian, Serbian, Serbo-Croatian","Adaptability, Communication Skills, Confidence, Creativity, Flexibility, Interpersonal Skills, Language Skills, Organisation Skills, Self Motivated, Work Under  Pressure, Written Communication",03/05/2019,06/17/2020
244858,42,Male,"Waiter /Waitress, Administrations, Assistant Reservation Manager, Sales Coordinator",Algeria,Algeria,10+ years,"Arabic, English, French","Adaptability, Commercial Awareness, Communication Skills, Computing Skills, Decision Making, Interpersonal Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills",06/15/2020,06/17/2020
27918,38,Male,"Assistant Club Manager, Assistant Restaurant Manager, Bar Manager, Bar Supervisor, Sales",South Africa,United Arab Emirates,10+ years,"Afrikaans, English","Adaptability, Confidence, Interpersonal Skills, Marketing Skills, Proactive, Work Under  Pressure",04/29/2015,06/17/2020
245236,31,Male,"Personal Assistant, Sales, Administrations, Brand ambassador, Butler, Retail Sales Manager",United States,United Arab Emirates,10+ years,English,"Adaptability, Communication Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Leadership  Skills, Management Skills, Organisation Skills, Self Motivated, Team Work Skills, Work Under  Pressure, Written Communication",06/16/2020,06/17/2020
204071,22,Female,"Host/Hostess, Receptionist, Administrations, Cabin Crew, Customer Service, General Manager",Portugal,United Arab Emirates,2 years,"English, Portuguese, International, Portuguese, Portugal, Russian, Spanish, Ukrainian","Adaptability, Communication Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Language Skills, Leadership  Skills, Management Skills, Organisation Skills, Perseverance, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",02/01/2020,06/17/2020
77853,27,Male,"Waiter /Waitress, Cocktail Waiter/Waitress, VIP Waiter/Waitress",Pakistan,United Arab Emirates, 4 years,"English, Hindi, Urdu","Communication Skills, Confidence, Creativity, Flexibility, Interpersonal Skills, Leadership  Skills, Management Skills, Negotiation Skills, Proactive, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",10/07/2017,06/17/2020
245706,31,Female,"Personal Assistant, Receptionist, Administrations, Events Coordinator",Lithuania,United Arab Emirates,5+ years,"English, Lithuanian, Russian",,06/17/2020,06/17/2020
137789,30,Male,"Waiter /Waitress, Runner / Commis",Nigeria,United Arab Emirates,3 years,English,"Adaptability, Confidence, Flexibility, Perseverance, Team Work Skills",02/04/2019,06/17/2020
151203,27,Male,"Assistant Club Manager, Assistant General Manager, Assistant Reservation Manager, Assistant Restaurant Manager, Reservations, Sales",Turkey,Turkey,None,"English, Turkish","Adaptability, Communication Skills, Computing Skills, Creativity, IT Skills, Perseverance, Problem Solving",05/11/2019,06/17/2020
160169,21,Female,"Host/Hostess, Personal Assistant, Receptionist, Sales, Cabin Crew, Head Host/Hostess",Ukraine,United Arab Emirates, 4 years,"English, Russian, Ukrainian","Adaptability, Communication Skills, Flexibility, Team Work Skills, Time Management",07/10/2019,06/17/2020
229365,39,Female,Retail Sales Executive,Russia,United Arab Emirates,5+ years,"Arabic, English, Russian","Communication Skills, Creativity, Flexibility, Self Motivated",05/04/2020,06/17/2020
158576,20,Female,"Administrations, Customer Service, Intern, Promoter, Receptionist",Pakistan,United Arab Emirates,2 years,"English, French, Hindi, Urdu","Adaptability, Communication Skills, Confidence, IT Skills, Language Skills, Management Skills, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",07/02/2019,06/17/2020
60859,27,Male,Bartender / Barmaid,Nepal,United Arab Emirates, 4 years,"English, Hindi, Nepali","Adaptability, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Language Skills, Leadership  Skills, Negotiation Skills, Numeracy Skills, Organisation Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",01/21/2017,06/17/2020
